5,"('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)"
2078,48,0,12,6,6,0,2,0,0,0,0,0,38,0,34,22,37,0,0,0,0,2,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
2079,8,0,18,10,0,0,0,0,54,0,7,49,52,0,52,33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,0,40,104,86,0,134,165,336,222,540
2080,34,0,16,28,10,10,19,2,35,0,7,41,58,0,75,67,71,12,0,0,6,31,0,42,38,38,16,0,6,21,16,18,4,6,30,49,0,87,81,360,198,600
2081,36,0,16,42,25,4,27,5,27,0,12,42,61,0,88,81,76,8,0,6,8,33,0,48,49,38,13,0,5,15,12,14,8,0,12,44,0,72,58,360,198,600
2082,14,0,10,6,23,10,6,6,0,0,0,0,28,0,31,47,10,14,6,6,4,26,0,37,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
2083,26,0,2,8,26,13,5,22,19,0,6,20,44,0,56,64,37,18,0,4,14,35,0,57,63,44,20,0,4,10,10,4,2,2,8,37,0,29,56,284,112,364
2084,36,0,16,20,11,4,3,7,41,0,9,36,49,0,78,85,65,0,0,0,2,10,0,17,19,18,8,0,2,3,22,16,4,8,22,57,0,47,81,284,112,364
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,4,5,0,3,0,118,184,0,66,190,132,0,132,229,312,246,504
2086,8,2,6,6,0,0,0,0,39,1,22,31,31,0,43,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,40,116,18,28,78,88,0,123,186,340,128,564
2087,58,10,4,34,0,0,0,0,19,1,10,26,47,0,47,62,66,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,14,41,0,46,51,198,102,258
2088,0,0,0,0,4,1,0,1,8,0,2,3,6,3,3,9,8,18,0,4,2,32,0,41,37,34,34,0,13,4,34,86,0,20,40,70,13,92,103,280,198,240
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,4,1,3,0,0,1,10,14,0,2,8,17,0,15,15,38,14,28
2090,58,10,28,34,33,26,22,18,10,1,7,16,73,1,92,155,59,20,4,8,12,38,0,58,73,55,9,1,4,2,0,2,0,2,0,11,1,21,28,340,146,602
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,2,2,0,0,2,6,3,0,2,10,8,0
2092,2,0,0,8,23,8,25,6,7,0,3,17,25,0,35,42,32,58,0,20,54,80,0,106,96,94,29,0,12,31,10,10,6,0,12,33,0,64,52,360,198,600
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,18,0,31,15,11,21,0,10,0,0,162,0,36,72,90,28,93,142,280,198,240
2094,22,0,0,10,9,0,4,0,8,0,0,0,27,0,26,15,24,2,0,0,0,9,0,7,5,6,1,0,0,1,0,0,0,2,0,4,0,7,6,76,36,64
2095,2,0,0,0,2,0,1,0,0,0,0,0,7,1,0,2,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6
2096,108,0,36,72,26,8,10,12,6,0,2,4,86,27,92,133,68,2,0,0,0,18,1,25,24,12,1,0,0,0,0,0,0,0,0,4,0,7,7,280,198,408
2097,4,0,0,2,16,0,5,0,0,0,0,0,15,0,13,6,14,24,0,0,10,25,0,27,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,2,3,1,0,3,30,38,0,0,56,53,0,48,73,132,30,124
2099,4,0,0,2,17,5,3,1,16,0,6,9,23,3,25,22,15,26,0,6,12,42,12,46,58,38,26,0,12,16,18,14,0,4,22,43,13,53,88,280,198,264
2100,12,0,0,0,12,0,8,0,0,0,0,0,15,0,15,12,14,24,0,0,6,25,0,25,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2101,10,0,2,0,0,0,0,0,7,0,2,2,13,0,13,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9,0,5,7,38,14,28
2102,132,0,86,94,8,6,12,0,20,0,13,25,111,0,156,176,148,0,0,0,0,12,0,18,4,16,2,0,0,2,0,0,0,2,4,15,0,27,33,360,198,672
2103,178,0,116,200,7,1,9,1,0,0,0,0,134,0,229,166,249,0,0,0,0,4,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,684
2104,20,2,0,8,1,1,1,0,10,3,0,6,21,0,28,17,21,0,0,0,0,1,0,3,1,4,1,0,0,0,4,4,0,0,0,18,0,9,10,76,36,62
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,11,4,8,6,1,1,9,14,32,0,2,28,34,0,36,30,98,0,146
2106,42,0,24,34,47,18,57,16,0,0,0,0,66,0,87,102,90,56,0,22,46,72,0,129,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
2107,6,0,0,4,17,0,4,0,0,0,0,0,16,0,14,9,14,20,0,0,10,24,0,26,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2108,0,0,0,0,1,0,2,0,2,0,1,1,3,0,2,2,1,22,0,2,12,25,0,28,19,12,11,0,1,16,4,4,0,0,2,16,0,17,19,98,28,118
2109,26,0,8,10,0,0,0,0,20,0,5,13,34,0,32,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,4,20,0,23,32,132,36,142
2110,44,0,12,46,28,13,35,11,16,0,8,24,69,0,94,92,84,22,0,4,18,42,0,69,71,37,17,0,4,12,0,10,6,2,2,27,0,47,32,360,198,624
2111,44,0,12,10,14,8,14,6,18,0,4,15,49,10,56,52,42,22,0,2,4,34,13,32,59,29,19,0,7,6,6,6,4,0,14,25,5,36,58,280,198,264
2112,62,0,18,26,1,0,1,1,35,0,14,40,61,16,71,78,63,0,0,0,0,1,1,1,3,2,2,0,1,2,20,26,0,8,16,46,11,52,83,280,198,264
2113,26,0,14,22,48,17,53,9,0,0,0,0,57,0,71,68,59,70,0,26,74,81,0,140,129,82,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
2114,12,4,0,2,1,0,2,0,8,1,0,5,18,0,13,12,17,0,0,0,0,5,0,2,3,2,4,1,0,0,4,10,0,0,6,17,0,21,12,76,36,60
2115,134,0,46,90,7,2,2,3,14,0,3,6,95,28,103,150,77,0,0,0,0,4,0,7,5,2,0,0,0,0,0,0,0,0,0,9,0,14,10,280,198,408
2116,26,0,22,6,15,5,7,2,0,0,0,0,31,0,31,31,26,2,0,2,4,13,0,16,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2117,12,0,4,4,23,6,8,15,9,0,3,15,27,0,34,44,16,32,0,12,12,49,0,73,80,45,31,0,9,11,14,4,0,6,8,40,0,35,59,284,112,364
2118,24,4,20,8,15,10,11,4,29,1,20,30,49,0,66,101,42,8,0,0,2,26,0,35,54,17,17,3,5,13,28,22,8,8,28,47,0,71,106,340,134,608
2119,2,0,12,2,0,0,0,0,40,0,7,41,38,0,37,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,84,0,46,120,100,0,154,184,336,222,528
2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,14,50,0,50,49,47,43,0,19,34,58,54,0,26,86,88,0,131,153,336,222,536
2121,46,6,24,10,13,7,4,6,0,0,0,0,45,4,47,71,32,2,0,2,0,9,1,18,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
2122,48,0,12,4,6,0,3,0,0,0,0,0,36,0,35,23,39,0,0,0,0,4,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,54
2123,56,0,36,54,36,13,38,13,15,0,9,12,81,0,103,109,85,20,0,8,18,41,0,77,63,42,6,0,2,7,2,0,0,2,4,16,0,26,34,360,198,624
2124,4,0,0,0,3,2,5,0,5,0,0,1,7,0,13,7,9,16,0,0,4,20,0,20,12,16,6,3,0,3,0,2,0,0,0,13,0,7,9,76,36,62
2125,0,0,0,0,1,1,0,0,11,0,3,15,10,0,5,10,13,0,0,0,0,9,0,9,8,10,13,0,5,2,94,102,0,54,150,119,0,136,227,336,222,528
2126,24,0,12,10,13,5,9,12,32,0,4,25,43,0,54,65,27,22,0,2,6,32,0,39,51,22,16,0,9,6,10,12,4,8,18,41,0,49,74,284,112,364
2127,66,12,30,36,2,1,4,0,44,6,25,43,73,0,105,146,62,0,0,0,0,3,0,4,10,0,1,0,1,2,20,30,6,14,24,46,0,63,103,340,134,608
2128,60,8,42,36,25,10,9,14,24,3,13,41,72,2,105,144,72,4,0,2,2,25,0,26,45,26,5,3,4,3,10,4,2,4,12,25,1,41,61,340,136,608
2129,50,4,24,20,9,9,4,5,32,5,26,41,58,0,88,111,72,0,2,0,0,11,0,18,18,16,8,0,3,5,32,22,8,4,32,53,0,66,118,340,134,608
2130,8,0,0,2,5,1,2,2,0,0,0,0,11,0,9,8,5,8,0,0,2,11,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,20
2131,4,0,2,0,2,0,0,1,19,0,5,11,14,5,5,24,16,0,0,0,0,5,0,12,5,5,5,0,4,0,54,156,0,36,60,89,23,102,130,280,198,240
2132,108,0,34,62,12,4,4,2,18,0,7,15,86,21,103,129,64,2,0,0,0,9,2,9,10,7,0,0,0,2,6,4,0,0,0,13,5,25,21,280,198,408
2133,2,0,0,0,3,1,4,0,5,1,0,0,9,0,6,5,10,16,2,0,2,18,0,22,12,17,6,2,0,6,0,4,0,0,0,13,0,11,10,76,36,60
2134,10,0,4,4,4,0,0,1,4,0,0,1,14,0,14,12,6,0,0,0,0,4,0,2,2,2,0,0,1,0,0,0,0,0,0,4,0,2,2,38,22,20
2135,2,0,2,2,9,8,7,4,4,0,1,6,17,0,13,31,3,94,14,26,60,82,0,120,173,71,26,4,15,19,4,10,2,4,0,23,0,39,52,340,134,608
2136,6,0,0,4,7,0,5,0,4,0,1,6,14,0,14,15,1,8,0,2,8,14,0,13,19,7,7,0,2,3,0,2,0,0,6,13,0,15,12,98,28,118
2137,0,0,0,0,0,1,1,0,6,0,2,4,8,0,6,3,6,0,0,0,0,4,0,4,4,3,6,0,1,4,10,32,0,8,24,32,0,40,30,98,28,118
2138,122,0,38,56,25,8,17,9,0,0,0,0,91,23,102,129,69,4,0,2,6,17,5,22,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
2139,18,0,8,10,14,6,10,10,32,0,7,21,41,7,53,54,30,8,0,0,0,26,6,30,28,20,17,0,6,6,10,24,0,10,20,41,15,41,91,280,198,264
2140,50,0,22,26,0,0,0,0,18,0,1,6,46,0,45,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,12,17,132,36,142
2141,6,2,0,0,13,9,4,3,0,0,0,0,11,1,16,19,15,42,4,18,14,43,0,49,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,134,52,174
2142,4,0,2,2,4,0,2,1,9,0,2,6,14,0,14,16,4,4,0,0,4,10,0,13,10,2,7,0,0,3,2,8,0,4,12,20,0,20,18,98,28,118
2143,2,0,2,0,0,0,0,0,16,0,5,6,12,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,14,14,12,42,0,52,63,134,46,162
2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,12,30,63,0,77,72,70,34,1,6,20,6,6,0,0,4,27,0,33,29,200,98,256
2145,146,0,98,158,19,4,24,0,3,0,4,8,123,0,202,149,218,0,0,2,0,12,0,26,20,16,1,0,0,0,0,0,0,0,0,3,0,7,6,360,198,672
2146,2,0,8,4,7,0,2,0,4,0,4,3,14,0,12,16,0,8,0,0,8,15,0,19,12,9,8,0,1,7,0,2,0,0,2,12,0,12,15,90,28,116
2147,6,0,0,0,9,0,5,0,0,0,0,0,9,0,10,7,9,36,0,0,12,31,0,30,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,4,55,0,55,59,74,53,0,16,12,44,44,0,28,82,83,0,114,136,336,222,528
2149,96,0,36,90,0,0,0,0,33,0,16,65,98,0,137,130,115,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,4,8,12,40,0,65,69,360,198,624
2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,35,0,70,62,52,54,0,14,22,50,30,4,14,68,81,0,72,122,284,112,364
2151,44,0,32,52,55,18,49,11,0,0,0,0,79,0,101,112,113,38,0,14,52,59,0,108,87,70,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
2152,50,12,32,26,34,18,19,17,13,3,6,15,69,2,89,132,59,10,4,14,10,38,0,53,82,41,11,1,5,4,6,4,0,4,10,15,2,29,41,340,142,602
2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,9,3,0,2,10,4,4
2154,84,0,46,62,43,9,65,18,0,0,0,0,94,0,133,118,126,22,0,16,16,44,0,77,80,57,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
2155,6,0,4,8,19,9,8,0,2,0,0,2,19,0,20,33,2,26,0,4,16,36,0,32,43,7,5,0,0,2,0,0,0,0,0,2,0,4,9,132,38,136
2156,18,4,8,4,22,11,7,8,0,0,0,0,31,2,33,39,26,12,4,4,4,23,0,32,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
2157,46,0,12,18,37,14,27,12,0,0,0,0,51,16,54,77,39,56,0,16,24,57,12,70,85,43,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,264
2158,4,2,0,2,3,0,0,1,12,1,0,5,12,0,12,10,14,0,0,0,0,4,0,3,4,3,2,1,0,2,2,14,0,0,4,24,0,19,13,76,24,72
2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,10,6,6,11,0,0,7,12,14,0,0,38,35,0,33,35,90,28,98
2160,4,0,0,2,6,1,2,0,4,1,0,3,12,0,7,7,10,4,0,0,2,11,0,13,8,11,5,2,0,2,4,10,0,0,4,17,0,16,11,76,36,60
2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,18,44,70,0,84,102,54,51,0,17,32,34,32,0,20,60,68,0,94,106,336,222,540
2162,102,0,28,34,33,14,30,0,0,0,0,0,87,14,110,111,61,8,0,0,2,21,14,14,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,38,44,90,0,122,142,67,24,0,8,12,10,2,0,2,8,26,0,20,38,284,112,364
2164,0,0,0,0,6,0,2,2,0,0,0,0,6,0,4,4,0,14,0,2,4,16,0,14,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,28
2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,16,32,0,35,20,29,9,2,0,3,0,0,0,0,0,8,0,5,7,76,36,62
2166,104,20,58,68,15,11,13,7,18,5,14,20,93,7,123,185,118,2,0,0,0,12,0,18,33,8,4,0,0,3,2,0,0,2,4,17,1,23,38,340,158,590
2167,48,0,22,54,15,3,15,4,36,0,13,43,74,0,98,86,89,0,0,0,8,19,0,28,35,21,12,0,6,9,12,12,6,0,32,45,0,79,74,360,198,600
2168,12,0,0,2,5,0,11,0,8,0,1,8,16,0,20,16,7,4,0,0,2,15,0,13,15,3,5,0,0,4,2,8,0,4,2,13,0,14,14,98,28,118
2169,10,2,0,2,8,1,3,0,6,1,0,5,16,0,21,12,17,2,0,0,2,14,0,9,6,10,4,2,0,1,0,2,0,0,0,10,0,10,8,76,36,62
2170,4,2,0,0,5,0,3,0,2,0,0,2,8,0,7,6,9,6,2,0,2,16,0,15,9,14,8,2,0,4,2,10,0,0,2,16,0,16,10,76,36,60
2171,6,0,2,6,6,0,2,2,15,0,1,9,20,0,20,26,11,0,0,0,2,10,0,10,11,1,6,0,0,3,8,8,0,6,6,28,0,23,38,132,36,134
2172,118,0,34,64,16,5,4,4,11,0,6,11,89,21,105,134,65,2,0,0,0,11,3,10,14,9,1,0,0,2,0,0,0,0,0,8,4,17,12,280,198,408
2173,44,0,14,22,19,8,10,16,26,0,6,20,50,0,75,87,61,10,0,2,4,28,0,36,44,26,14,0,4,6,8,8,0,4,12,38,0,34,52,284,112,364
2174,54,0,16,28,45,16,26,14,0,0,0,0,60,20,63,97,50,32,0,8,16,48,8,61,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
2175,0,0,0,0,7,4,6,5,0,0,0,0,8,0,8,8,3,44,0,14,10,36,0,38,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,90,28,156
2176,58,12,30,24,9,4,9,1,39,4,19,41,76,0,91,142,57,0,2,0,0,10,0,15,19,9,5,0,1,6,18,32,10,14,20,36,0,66,92,340,134,608
2177,0,0,10,0,0,0,0,0,32,0,5,31,30,0,15,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,84,96,0,52,142,108,0,144,211,336,222,528
2178,52,0,18,22,38,11,25,15,0,0,0,0,54,14,60,79,45,48,0,16,24,54,14,64,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
2179,38,0,30,10,9,3,6,0,0,0,0,0,37,0,39,37,38,2,0,0,0,7,0,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2180,22,0,8,8,26,9,10,5,11,0,3,15,37,12,41,47,42,34,0,4,10,47,10,57,64,31,18,0,10,6,2,8,0,0,12,24,6,26,48,280,198,264
2181,30,0,10,36,15,7,18,9,35,0,15,41,61,0,83,70,78,4,0,4,4,25,0,40,40,32,15,0,1,16,14,26,10,2,34,52,0,87,70,360,198,600
2182,0,0,0,0,3,1,3,0,0,0,0,0,4,0,3,6,0,52,0,18,32,40,0,44,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2183,78,8,44,20,15,13,12,9,21,3,16,34,75,4,104,139,99,4,4,0,4,22,0,26,46,10,10,0,2,3,8,8,2,6,14,25,0,41,59,340,136,608
2184,6,0,0,0,9,0,5,0,0,0,0,0,13,0,8,5,7,36,0,0,12,27,0,32,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2185,12,0,0,0,4,1,0,3,24,0,12,14,24,7,24,27,24,0,0,0,0,12,0,15,14,14,16,0,5,0,38,96,0,20,48,72,17,89,109,280,198,240
2186,42,0,12,6,9,0,1,0,0,0,0,0,37,0,32,21,36,0,0,0,2,3,0,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
2187,22,0,6,4,18,5,6,8,27,0,10,29,38,0,55,59,36,8,0,4,2,25,0,31,39,16,14,0,3,7,26,20,2,12,32,53,0,56,90,284,112,364
2188,6,0,0,0,10,5,3,16,21,0,6,14,19,0,32,31,21,22,0,6,4,34,0,52,59,34,29,0,8,16,30,18,2,12,34,63,0,58,93,284,112,364
2189,164,0,108,178,0,0,0,0,14,0,9,18,128,0,216,156,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,360,198,672
2190,2,2,0,0,1,0,1,2,9,1,0,3,10,0,7,7,12,6,0,0,0,13,0,8,3,9,6,2,0,2,4,8,0,0,6,17,0,22,14,76,36,60
2191,2,0,0,0,5,1,1,0,2,0,0,3,6,0,5,5,6,10,0,0,8,19,0,22,11,19,10,4,0,2,4,2,0,0,2,15,0,11,11,76,36,60
2192,8,0,0,4,16,0,5,0,0,0,0,0,16,0,15,10,12,20,0,0,8,24,0,25,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
2193,48,0,16,30,30,10,21,16,17,0,3,12,57,0,78,93,67,20,0,4,6,37,0,48,58,42,10,0,5,5,2,0,0,0,6,22,0,16,29,284,112,364
2194,34,0,8,2,19,8,11,14,11,0,2,12,38,0,50,57,26,26,0,6,2,38,0,54,63,35,20,0,7,14,20,12,2,6,22,40,0,38,64,284,112,364
2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,15,0,22,22,17,22,0,6,3,98,110,20,22,134,101,0,120,180,284,112,364
2196,0,0,0,0,1,0,0,1,5,0,4,8,5,0,3,8,8,4,0,2,2,18,0,18,16,33,23,0,8,12,84,92,0,46,124,115,0,145,183,336,222,528
2197,6,0,0,4,10,3,4,0,3,1,0,0,16,0,15,8,14,14,2,0,6,21,0,21,14,19,2,0,0,2,0,0,0,0,0,3,0,4,4,76,36,64
2198,0,0,6,4,7,0,2,1,24,0,4,31,18,0,28,25,24,2,0,0,2,15,0,16,22,9,13,0,6,7,64,58,16,26,68,83,0,98,145,284,112,364
2199,20,0,10,22,27,12,23,13,16,0,5,30,45,0,70,69,56,34,0,6,30,49,0,75,66,63,18,0,7,26,16,8,8,0,8,44,0,62,50,360,198,600
2200,42,0,12,24,43,16,24,11,0,0,0,0,53,14,62,82,39,48,0,12,24,55,14,62,80,43,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,264
2201,38,0,16,20,6,3,10,5,47,0,14,59,61,0,79,86,82,2,0,0,2,14,0,15,19,16,4,0,3,9,30,24,8,8,46,63,0,110,87,360,198,600
2202,30,0,8,18,11,6,5,0,7,0,2,2,34,0,37,53,11,4,0,0,2,11,0,12,19,4,4,0,0,1,0,2,0,2,0,9,0,6,8,132,36,142
2203,42,0,20,22,0,0,0,0,51,0,11,38,56,18,61,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,14,28,52,10,63,83,280,198,264
2204,52,0,32,52,49,19,51,21,0,0,0,0,73,0,100,109,96,42,0,14,38,65,0,110,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,2,41,0,83,75,57,57,0,14,26,38,16,2,12,52,75,0,59,106,284,112,364
2206,56,0,14,28,0,0,0,0,44,0,19,34,60,15,75,77,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,4,24,48,13,49,92,280,198,264
2207,26,0,4,2,3,1,0,1,29,0,14,32,39,8,42,37,35,0,0,0,0,6,2,9,6,8,6,0,2,1,34,58,0,18,46,63,18,73,131,280,198,264
2208,6,0,0,0,1,1,2,2,17,0,6,19,13,0,8,22,24,2,0,0,0,17,0,17,19,25,21,0,9,4,74,72,0,40,120,108,0,132,175,336,222,528
2209,112,0,30,56,3,2,4,0,22,0,11,26,86,23,97,127,63,2,0,0,0,4,2,2,6,4,4,0,0,0,4,2,0,0,6,18,3,25,38,280,198,264
2210,20,0,12,4,22,13,16,12,14,0,10,9,38,0,46,75,29,44,6,14,24,60,0,81,122,41,19,5,12,16,8,10,2,6,6,24,0,45,64,340,134,608
2211,34,0,8,2,0,0,0,0,34,0,12,34,38,10,43,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,36,62,0,24,56,70,18,81,132,280,198,264
2212,12,2,6,2,17,9,7,9,0,0,0,0,21,2,24,34,16,28,6,10,6,33,0,40,51,21,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
2213,0,0,0,0,2,0,3,1,9,0,0,7,8,0,8,12,6,0,0,0,6,10,0,12,18,5,12,0,1,5,10,20,0,2,18,38,0,31,41,132,38,122
2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,10,4,8,10,1,1,7,8,24,0,4,24,31,0,33,29,90,0,144
2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,26,69,0,73,65,48,61,0,10,41,26,48,0,28,64,69,0,114,138,336,222,540
2216,0,0,0,6,5,0,6,2,7,0,0,5,9,0,13,21,1,18,0,0,2,23,0,21,32,9,10,0,0,9,4,10,0,0,0,22,0,21,28,132,36,134
2217,18,0,4,4,11,6,16,0,0,0,0,0,22,0,22,25,6,18,0,4,2,22,0,25,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
2218,138,28,106,72,7,4,3,4,15,2,9,15,106,8,146,218,166,0,0,0,0,6,0,5,8,5,0,0,0,0,0,0,0,2,0,10,0,13,22,340,158,604
2219,100,0,32,56,12,5,8,4,21,0,6,16,80,22,96,125,60,0,0,0,2,10,2,14,16,7,3,0,0,0,4,4,2,0,2,18,4,24,22,280,198,360
2220,34,0,10,10,17,7,10,9,32,0,10,34,49,0,69,78,60,6,0,2,0,21,0,26,34,19,10,0,2,6,24,8,4,6,10,46,0,47,79,284,112,364
2221,40,0,10,38,35,12,33,11,9,0,10,24,61,0,82,78,73,30,0,12,36,55,0,84,80,53,14,0,3,13,4,2,0,0,6,22,0,40,38,360,198,624
2222,114,0,50,30,8,2,5,4,7,0,3,6,75,0,94,89,101,2,0,0,0,9,0,7,7,12,1,0,0,2,0,0,0,0,0,4,0,9,5,198,122,248
2223,0,0,0,2,14,2,5,3,4,0,2,9,10,0,12,20,12,64,0,32,54,84,0,122,109,82,37,0,14,26,18,4,0,4,26,44,0,54,70,360,198,552
2224,0,0,0,0,2,0,0,1,3,1,0,2,4,0,3,3,5,2,0,0,2,9,0,9,9,8,10,2,0,3,4,18,4,0,6,27,0,22,16,76,24,72
2225,18,0,8,20,5,0,2,0,37,0,14,29,38,12,48,38,45,0,0,0,0,8,0,14,8,3,9,0,4,2,22,46,0,12,40,62,16,62,123,280,198,264
2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,34,34,82,0,114,131,68,29,0,10,16,14,2,0,2,8,34,0,28,49,284,112,364
2227,2,0,2,0,16,6,5,3,0,0,0,0,12,0,14,21,7,40,10,18,12,42,0,52,63,28,0,0,0,0,0,0,0,0,0,0,0,0,0,134,50,176
2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,18,33,0,64,54,59,36,4,21,30,40,88,6,32,58,89,0,108,178,340,128,534
2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,14,4,44,0,80,76,54,50,0,14,23,40,24,4,10,52,72,0,62,108,284,112,364
2230,4,2,0,2,9,0,4,0,3,1,0,1,14,0,11,9,8,8,4,0,2,19,0,17,11,19,6,1,0,3,2,2,0,0,2,7,0,12,5,76,36,62
2231,16,0,4,0,30,9,8,15,14,0,5,19,35,0,49,52,26,30,0,8,6,48,0,61,74,35,19,0,6,11,12,4,0,6,10,33,0,32,58,284,112,364
